State,Livestock,Livestock title,Variety,Year,Unit,Value
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all livestock,62
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all livestock,9
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2012,Percent of all chickens,68
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all chickens,30
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2015,Percent of all pigs,37
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2017,Percent of all chickens,71
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2017,Percent of all cattle,19
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2024,Percent of all cattle,84
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all chickens,22
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all cattle,6
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all pigs,65
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all cattle,70
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all pigs,16
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2016,Percent of all cattle,54
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2019,Percent of all livestock,55
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all chickens,80
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all chickens,29
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2016,Percent of all cattle,48
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all pigs,46
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2020,Percent of all livestock,78
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all pigs,8
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2022,Percent of all pigs,28
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2017,Percent of all chickens,6
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all pigs,7
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all livestock,65
Kansas,Chickens,Genetically engineered (GE) chickens,High-yield,2017,Percent of all chickens,94
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all chickens,30
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all pigs,15
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all livestock,68
Kansas,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all cattle,14
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all pigs,76
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2020,Percent of all livestock,66
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2017,Percent of all pigs,54
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all pigs,96
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2019,Percent of all cattle,49
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all chickens,29
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all chickens,53
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all livestock,3
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2024,Percent of all chickens,49
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all chickens,39
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all cattle,64
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all chickens,25
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all cattle,39
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all pigs,18
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all cattle,62
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2018,Percent of all chickens,77
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all livestock,99
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2023,Percent of all chickens,59
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all livestock,47
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all livestock,85
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all pigs,12
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2011,Percent of all livestock,66
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all cattle,97
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2012,Percent of all livestock,87
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all pigs,59
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all cattle,53
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all pigs,19
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all livestock,8
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2018,Percent of all pigs,48
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all cattle,33
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all chickens,7
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all pigs,36
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all livestock,89
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all cattle,21
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all chickens,26
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2012,Percent of all livestock,30
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all cattle,7
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2018,Percent of all livestock,10
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2023,Percent of all cattle,90
California,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all cattle,68
Kansas,Pigs,Genetically engineered (GE) cattle,High-yield,2019,Percent of all cattle,77
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all livestock,21
Texas,Cattle,Genetically engineered (GE) pigs,High-yield,2024,Percent of all livestock,26
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all cattle,34
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all livestock,95
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2021,Percent of all livestock,10
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all livestock,73
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all chickens,4
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all pigs,36
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2022,Percent of all pigs,65
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2021,Percent of all pigs,0
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all livestock,7
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all pigs,27
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2017,Percent of all chickens,10
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2023,Percent of all chickens,21
Kansas,Chickens,Genetically engineered (GE) pigs,High-yield,2013,Percent of all chickens,38
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2013,Percent of all livestock,67
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all chickens,21
California,Chickens,Genetically engineered (GE) chickens,High-yield,2012,Percent of all cattle,46
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all cattle,56
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all chickens,23
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all livestock,22
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all pigs,76
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2021,Percent of all livestock,99
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all pigs,78
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all cattle,76
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2018,Percent of all livestock,94
Iowa,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all livestock,22
California,Cattle,Genetically engineered (GE) chickens,High-yield,2021,Percent of all cattle,56
California,Pigs,Genetically engineered (GE) pigs,High-yield,2023,Percent of all cattle,25
California,Pigs,Genetically engineered (GE) cattle,High-yield,2021,Percent of all pigs,62
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all pigs,81
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all pigs,28
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2012,Percent of all pigs,42
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2020,Percent of all livestock,51
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all pigs,28
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all cattle,51
California,Cattle,Genetically engineered (GE) pigs,High-yield,2014,Percent of all cattle,29
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2017,Percent of all chickens,72
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all chickens,41
California,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all chickens,7
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all chickens,82
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all chickens,97
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2010,Percent of all chickens,77
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all pigs,91
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2020,Percent of all chickens,52
California,Chickens,Genetically engineered (GE) chickens,High-yield,2016,Percent of all pigs,74
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2019,Percent of all chickens,59
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all cattle,28
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all chickens,45
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,82
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all pigs,20
California,Cattle,Genetically engineered (GE) pigs,High-yield,2017,Percent of all pigs,33
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all livestock,70
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2013,Percent of all livestock,22
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,72
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all chickens,94
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all livestock,51
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all cattle,56
Kansas,Pigs,Genetically engineered (GE) cattle,High-yield,2012,Percent of all livestock,29
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2023,Percent of all pigs,99
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all pigs,64
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all cattle,65
Kansas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all chickens,51
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,46
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all pigs,61
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all cattle,26
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2014,Percent of all pigs,34
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all chickens,22
California,Chickens,Genetically engineered (GE) pigs,High-yield,2015,Percent of all chickens,3
Kansas,Pigs,Genetically engineered (GE) cattle,High-yield,2021,Percent of all pigs,72
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all livestock,9
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all livestock,1
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all livestock,94
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all livestock,74
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all cattle,29
Kansas,Chickens,Genetically engineered (GE) cattle,High-yield,2022,Percent of all chickens,7
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all livestock,99
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2014,Percent of all cattle,41
California,Pigs,Genetically engineered (GE) cattle,High-yield,2023,Percent of all pigs,51
Iowa,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all chickens,18
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all livestock,57
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all chickens,34
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all livestock,57
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all chickens,16
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2012,Percent of all livestock,34
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all pigs,3
Nebraska,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all pigs,19
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all cattle,59
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all pigs,24
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all livestock,70
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all chickens,11
